CODA Motion Analysis: throw0010.MDF [throw_1.stp]
Graph data: "export: scapula_humerus  *  Time"
Time	Marker Position																								Vector Angle		
Time	distal_hand.X	distal_hand.Y	distal_hand.Z	proximal_hand.X	proximal_hand.Y	proximal_hand.Z	distal_radius.X	distal_radius.Y	distal_radius.Z	proximal_radius.X	proximal_radius.Y	proximal_radius.Z	distal_humerus.X	distal_humerus.Y	distal_humerus.Z	proxinmal_humerus.X	proxinmal_humerus.Y	proxinmal_humerus.Z	distal_scapula.X	distal_scapula.Y	distal_scapula.Z	proximal_scapula.X	proximal_scapula.Y	proximal_scapula.Z	wrist__forearm	foream_arm	scapula_humerus
0.06000	497.42	-276.80	383.83	488.59	-267.45	440.56	482.51	-252.46	473.34	310.87	-255.01	689.99	304.07	-257.89	704.08	308.61	-279.31	1032.15	310.96	-260.56	1069.78	227.51	-246.39	1000.29	-29.54	140.82	49.42
0.06500	497.09	-276.91	383.83	488.37	-267.46	440.62	482.20	-252.44	473.32	310.68	-254.92	689.92	303.89	-257.90	704.10	308.59	-279.30	1032.09	310.88	-260.60	1069.73	227.50	-246.30	1000.10	-29.65	140.81	49.31
0.07000	496.77	-277.04	383.91	488.06	-267.49	440.59	482.00	-252.43	473.32	310.46	-254.98	690.04	303.70	-257.96	704.18	308.54	-279.29	1032.07	310.79	-260.61	1069.70	227.57	-246.28	1000.00	-29.63	140.79	49.21
0.07500	496.46	-277.15	383.99	487.83	-267.50	440.67	481.68	-252.42	473.36	310.27	-254.98	690.11	303.48	-258.00	704.16	308.49	-279.28	1032.03	310.70	-260.64	1069.68	227.65	-246.13	999.90	-29.68	140.79	49.09
0.08000	496.18	-277.36	384.17	487.57	-267.55	440.75	481.41	-252.45	473.44	310.07	-255.04	690.21	303.26	-258.08	704.27	308.50	-279.26	1032.02	310.64	-260.65	1069.67	227.62	-246.04	999.77	-29.66	140.76	48.99
0.08500	495.77	-277.51	384.30	487.28	-267.62	440.82	481.00	-252.47	473.40	309.88	-255.05	690.19	303.00	-258.09	704.31	308.47	-279.25	1031.96	310.55	-260.66	1069.66	227.55	-245.88	999.64	-29.74	140.76	48.89
0.09000	495.31	-277.69	384.38	486.81	-267.65	440.82	480.58	-252.48	473.33	309.57	-255.17	690.26	302.70	-258.13	704.41	308.46	-279.16	1031.93	310.45	-260.70	1069.67	227.46	-245.86	999.66	-29.69	140.74	48.84
0.09500	494.77	-277.85	384.40	486.32	-267.74	440.74	480.06	-252.53	473.19	309.33	-255.18	690.33	302.41	-258.06	704.47	308.38	-279.13	1031.87	310.29	-260.74	1069.67	227.38	-245.83	999.57	-29.65	140.78	48.74
0.10000	494.12	-278.11	384.42	485.81	-267.84	440.73	479.52	-252.58	473.13	308.97	-255.29	690.45	302.09	-258.10	704.59	308.21	-279.07	1031.83	310.14	-260.79	1069.64	227.29	-245.65	999.59	-29.73	140.80	48.71
0.10500	493.43	-278.32	384.40	485.29	-267.96	440.71	479.07	-252.63	473.06	308.66	-255.23	690.49	301.76	-258.15	704.67	308.02	-278.96	1031.81	310.05	-260.82	1069.61	227.17	-245.51	999.49	-29.86	140.82	48.67
0.11000	492.68	-278.54	384.37	484.68	-268.09	440.67	478.59	-252.69	473.02	308.28	-255.28	690.63	301.39	-258.23	704.78	307.93	-278.87	1031.78	309.93	-260.83	1069.58	227.05	-245.47	999.56	-29.96	140.81	48.66
0.11500	491.90	-278.75	384.25	484.02	-268.23	440.52	477.98	-252.78	472.93	307.93	-255.34	690.66	301.03	-258.24	704.80	307.83	-278.81	1031.75	309.81	-260.85	1069.54	226.92	-245.34	999.53	-30.02	140.82	48.62
0.12000	491.00	-278.95	384.19	483.37	-268.42	440.42	477.23	-252.95	472.79	307.56	-255.43	690.72	300.63	-258.29	704.90	307.70	-278.75	1031.70	309.64	-260.88	1069.52	226.83	-245.25	999.52	-30.18	140.86	48.56
0.12500	490.02	-279.22	384.06	482.59	-268.59	440.28	476.48	-253.10	472.64	307.12	-255.44	690.72	300.20	-258.36	705.00	307.39	-278.63	1031.61	309.51	-260.91	1069.44	226.80	-245.07	999.42	-30.30	140.91	48.49
0.13000	489.05	-279.48	383.94	481.70	-268.81	440.15	475.75	-253.28	472.49	306.66	-255.51	690.85	299.73	-258.50	705.18	307.17	-278.52	1031.50	309.31	-260.91	1069.36	226.81	-245.00	999.35	-30.30	140.94	48.37
0.13500	488.06	-279.71	383.72	480.70	-269.04	439.96	474.84	-253.45	472.36	306.11	-255.56	690.88	299.19	-258.53	705.27	306.99	-278.36	1031.39	309.15	-260.95	1069.27	226.88	-244.79	999.21	-30.22	140.96	48.21
0.14000	486.95	-280.00	383.51	479.59	-269.24	439.75	473.74	-253.65	472.19	305.56	-255.63	690.99	298.58	-258.64	705.37	306.91	-278.23	1031.31	308.91	-261.01	1069.19	226.91	-244.65	999.08	-30.10	140.99	48.01
0.14500	485.75	-280.29	383.28	478.43	-269.47	439.43	472.54	-253.80	471.88	304.93	-255.66	691.01	297.97	-258.74	705.46	306.69	-278.13	1031.19	308.71	-261.07	1069.11	226.82	-244.39	998.90	-29.99	141.05	47.85
0.15000	484.48	-280.63	383.06	477.11	-269.72	439.12	471.29	-254.00	471.52	304.28	-255.80	691.15	297.33	-258.88	705.67	306.41	-278.04	1031.04	308.41	-261.11	1068.98	226.64	-244.20	998.79	-29.77	141.15	47.76
0.15500	483.13	-280.90	382.74	475.77	-269.94	438.80	470.03	-254.21	471.07	303.52	-255.89	691.21	296.65	-258.99	705.80	305.99	-277.97	1030.87	308.13	-261.14	1068.84	226.35	-244.00	998.63	-29.61	141.25	47.71
0.16000	481.65	-281.23	382.43	474.25	-270.20	438.46	468.55	-254.40	470.69	302.71	-256.04	691.36	295.88	-259.13	705.93	305.59	-277.92	1030.74	307.82	-261.18	1068.70	226.03	-243.76	998.51	-29.41	141.36	47.65
0.16500	480.04	-281.52	382.04	472.72	-270.46	438.07	466.87	-254.60	470.18	301.83	-256.12	691.39	295.03	-259.25	705.98	305.19	-277.83	1030.58	307.53	-261.29	1068.60	225.66	-243.42	998.39	-29.28	141.48	47.59
0.17000	478.30	-281.88	381.71	471.12	-270.74	437.61	465.11	-254.85	469.70	300.90	-256.30	691.51	294.13	-259.43	706.06	304.79	-277.72	1030.46	307.22	-261.36	1068.47	225.29	-243.17	998.38	-29.20	141.61	47.58
0.17500	476.49	-282.23	381.24	469.42	-271.00	437.13	463.33	-255.06	469.13	299.95	-256.48	691.56	293.18	-259.61	706.09	304.36	-277.63	1030.31	306.86	-261.39	1068.30	224.84	-242.81	998.33	-29.08	141.73	47.56
0.18000	474.48	-282.57	380.78	467.56	-271.34	436.61	461.54	-255.33	468.58	298.90	-256.68	691.58	292.18	-259.77	706.18	303.79	-277.60	1030.18	306.46	-261.39	1068.09	224.38	-242.46	998.30	-29.03	141.84	47.57
0.18500	472.42	-282.93	380.16	465.59	-271.64	436.09	459.64	-255.67	467.97	297.80	-256.83	691.52	291.11	-259.82	706.20	303.19	-277.52	1030.01	306.05	-261.47	1067.87	223.97	-242.10	998.17	-28.94	141.96	47.53
0.19000	470.15	-283.34	379.62	463.48	-271.95	435.51	457.66	-255.97	467.39	296.57	-257.05	691.49	289.95	-259.97	706.23	302.56	-277.48	1029.80	305.71	-261.51	1067.65	223.62	-241.85	998.15	-28.90	142.06	47.51
0.19500	467.79	-283.74	378.97	461.26	-272.32	434.86	455.52	-256.27	466.75	295.29	-257.12	691.48	288.72	-260.09	706.14	301.98	-277.43	1029.60	305.36	-261.53	1067.42	223.28	-241.55	998.03	-28.83	142.16	47.44
0.20000	465.20	-284.17	378.33	458.80	-272.71	434.13	453.18	-256.66	466.00	293.90	-257.37	691.43	287.41	-260.19	706.08	301.47	-277.36	1029.37	304.97	-261.53	1067.15	222.90	-241.27	997.93	-28.70	142.27	47.36
0.20500	462.43	-284.61	377.52	456.28	-273.12	433.34	450.70	-256.99	465.25	292.39	-257.55	691.30	286.00	-260.28	705.97	301.01	-277.29	1029.13	304.60	-261.55	1066.88	222.54	-240.94	997.76	-28.72	142.34	47.23
0.21000	459.51	-285.12	376.72	453.60	-273.60	432.56	448.14	-257.44	464.39	290.83	-257.67	691.22	284.52	-260.40	705.90	300.53	-277.25	1028.88	304.24	-261.59	1066.62	222.17	-240.70	997.67	-28.70	142.42	47.13
0.21500	456.42	-285.59	375.88	450.78	-274.05	431.70	445.37	-257.86	463.49	289.23	-257.81	691.04	282.92	-260.47	705.84	300.05	-277.18	1028.65	303.98	-261.63	1066.38	221.80	-240.34	997.54	-28.69	142.50	47.01
0.22000	453.11	-286.16	375.00	447.79	-274.52	430.83	442.37	-258.38	462.51	287.58	-258.04	691.02	281.28	-260.59	705.82	299.51	-277.17	1028.45	303.64	-261.64	1066.12	221.44	-240.13	997.45	-28.67	142.65	46.89
0.22500	449.59	-286.68	374.08	444.59	-275.02	429.89	439.19	-258.83	461.57	285.75	-258.20	690.94	279.55	-260.68	705.73	298.97	-277.14	1028.21	303.27	-261.66	1065.85	221.05	-239.93	997.38	-28.66	142.78	46.77
0.23000	445.87	-287.27	373.12	441.17	-275.56	428.99	435.88	-259.35	460.72	283.88	-258.31	691.01	277.75	-260.79	705.71	298.57	-277.09	1028.00	302.89	-261.70	1065.58	220.57	-239.79	997.36	-28.61	142.88	46.66
0.23500	442.00	-287.86	372.12	437.51	-276.12	428.00	432.39	-259.92	459.74	281.88	-258.50	690.96	275.86	-260.96	705.73	298.13	-277.05	1027.75	302.53	-261.75	1065.35	220.06	-239.62	997.27	-28.48	142.98	46.50
0.24000	437.89	-288.55	371.11	433.70	-276.69	426.99	428.82	-260.47	458.86	279.88	-258.76	691.03	273.87	-261.20	705.86	297.77	-277.04	1027.52	302.18	-261.77	1065.14	219.59	-239.43	997.28	-28.39	143.07	46.34
0.24500	433.51	-289.24	370.03	429.68	-277.26	425.92	425.07	-261.08	457.82	277.80	-259.00	691.08	271.87	-261.42	705.93	297.21	-277.04	1027.33	301.80	-262.14	1064.93	219.17	-239.27	997.30	-28.35	143.22	46.19
0.25000	428.88	-289.93	368.99	425.53	-277.89	424.90	421.19	-261.70	456.89	275.64	-259.38	691.16	269.82	-261.67	706.11	296.75	-277.01	1027.17	301.50	-262.27	1064.70	218.72	-239.19	997.35	-28.42	143.35	46.07
0.25500	424.01	-290.62	367.89	421.09	-278.54	423.85	417.03	-262.30	455.86	273.34	-259.64	691.23	267.70	-261.96	706.27	296.26	-276.99	1027.01	301.18	-262.61	1064.48	218.22	-239.07	997.33	-28.42	143.51	45.93
0.26000	419.00	-291.35	366.92	416.54	-279.22	422.78	412.71	-262.98	454.91	270.96	-259.94	691.43	265.49	-262.39	706.52	295.78	-276.92	1026.85	300.85	-262.73	1064.27	217.71	-238.90	997.36	-28.41	143.66	45.77
0.26500	413.86	-292.07	365.93	411.70	-279.89	421.72	408.22	-263.66	453.92	268.49	-260.29	691.67	263.20	-262.86	706.73	295.24	-276.84	1026.70	299.85	-262.76	1063.85	217.17	-238.74	997.47	-28.23	143.84	45.52
0.27000	408.45	-292.85	364.98	406.76	-280.58	420.70	403.45	-264.40	452.88	266.01	-260.69	691.90	260.84	-263.30	706.98	294.71	-276.79	1026.55	299.35	-262.81	1063.62	216.60	-238.73	997.65	-28.17	144.05	45.39
0.27500	402.81	-293.63	363.92	401.72	-281.31	419.75	398.57	-265.07	451.85	263.44	-261.02	692.11	258.39	-263.73	707.26	294.27	-276.75	1026.43	298.38	-262.86	1063.19	216.04	-238.59	997.78	-28.23	144.23	45.13
0.28000	397.02	-294.47	362.95	396.49	-282.03	418.83	393.59	-265.86	450.90	260.83	-261.44	692.40	255.89	-264.22	707.65	293.84	-276.73	1026.29	298.49	-263.15	1063.18	215.49	-238.39	997.89	-28.26	144.41	45.02
0.28500	391.12	-295.31	361.95	391.09	-282.79	417.88	388.65	-266.59	450.09	258.11	-261.91	692.68	253.34	-264.72	708.09	293.23	-276.69	1026.20	298.27	-263.27	1063.09	215.02	-238.21	997.96	-28.25	144.57	44.82
0.29000	385.08	-296.24	361.06	385.54	-283.56	416.92	383.54	-267.34	449.27	255.29	-262.41	693.05	250.71	-265.15	708.51	292.65	-276.68	1026.09	298.47	-263.62	1063.22	214.47	-238.03	998.11	-28.22	144.73	44.70
0.29500	378.79	-297.10	360.14	379.85	-284.39	415.99	378.19	-268.13	448.42	252.38	-262.81	693.37	248.00	-265.61	708.93	292.07	-276.70	1026.03	298.22	-264.07	1063.16	213.95	-237.86	998.29	-28.27	144.90	44.50
0.30000	372.29	-298.02	359.32	373.93	-285.23	415.05	372.63	-268.96	447.60	249.39	-263.31	693.79	245.15	-266.12	709.37	291.64	-276.70	1025.98	297.25	-263.89	1062.76	213.40	-237.66	998.48	-28.28	145.05	44.17
0.30500	365.64	-298.97	358.52	367.92	-286.08	414.25	366.95	-269.82	446.82	246.30	-263.72	694.17	242.17	-266.62	709.85	291.11	-276.68	1025.95	296.75	-264.18	1062.57	212.85	-237.40	998.63	-28.34	145.20	43.89
0.31000	358.88	-299.99	357.87	361.68	-286.96	413.45	361.06	-270.70	446.07	243.14	-264.18	694.72	239.12	-267.12	710.33	290.58	-276.70	1025.95	295.79	-264.04	1062.19	212.29	-237.17	998.83	-28.26	145.37	43.55
0.31500	351.95	-301.02	357.21	355.40	-287.87	412.79	355.02	-271.66	445.35	239.86	-264.63	695.23	236.03	-267.54	710.87	289.93	-276.77	1025.97	295.23	-264.05	1062.04	211.67	-237.05	999.05	-28.30	145.55	43.28
0.32000	344.90	-302.11	356.64	348.76	-288.83	412.08	348.79	-272.62	444.73	236.49	-265.18	695.91	232.89	-267.97	711.50	289.28	-276.83	1026.00	294.82	-264.13	1061.96	211.10	-236.97	999.28	-28.08	145.75	43.01
0.32500	337.70	-303.21	356.11	342.10	-289.85	411.47	342.52	-273.64	444.16	232.97	-265.71	696.52	229.60	-268.43	712.24	288.57	-276.84	1026.01	294.41	-264.21	1061.91	210.45	-236.78	999.48	-28.01	145.89	42.72
0.33000	330.32	-304.32	355.69	335.24	-290.84	410.95	335.99	-274.69	443.63	229.37	-266.27	697.21	226.17	-268.93	712.99	287.89	-276.91	1026.04	294.64	-264.29	1062.10	209.82	-236.67	999.74	-27.89	146.05	42.52
0.33500	322.71	-305.45	355.37	328.28	-291.87	410.54	329.48	-275.68	443.24	225.73	-266.76	697.87	222.68	-269.37	713.75	287.24	-276.95	1026.10	294.36	-264.18	1062.13	209.13	-236.48	1000.04	-27.93	146.15	42.25
0.34000	314.88	-306.62	355.12	321.16	-292.91	410.27	322.78	-276.68	442.98	222.01	-267.30	698.73	219.17	-269.83	714.58	286.60	-277.04	1026.20	294.50	-264.55	1062.35	208.48	-236.31	1000.44	-28.01	146.28	42.04
0.34500	307.06	-307.80	354.97	313.87	-293.95	410.04	316.07	-277.74	442.82	218.24	-267.77	699.68	215.60	-270.34	715.48	285.95	-277.10	1026.29	294.13	-264.43	1062.41	207.82	-236.12	1000.85	-27.91	146.40	41.75
0.35000	299.05	-309.03	354.88	306.58	-295.03	409.89	309.04	-278.77	442.71	214.38	-268.37	700.68	211.95	-270.83	716.49	285.25	-277.15	1026.41	293.73	-264.48	1062.42	207.18	-235.92	1001.37	-27.94	146.54	41.49
0.35500	291.05	-310.21	354.93	299.13	-296.13	409.79	301.96	-279.81	442.65	210.51	-268.87	701.64	208.24	-271.29	717.49	284.51	-277.23	1026.51	293.33	-264.91	1062.45	206.45	-235.69	1001.82	-27.83	146.69	41.23
0.36000	282.75	-311.40	355.13	291.61	-297.25	409.82	294.73	-280.87	442.57	206.58	-269.45	702.70	204.50	-271.77	718.56	283.85	-277.35	1026.66	292.32	-265.09	1062.24	205.69	-235.44	1002.34	-27.92	146.84	40.89
0.36500	274.43	-312.59	355.55	283.87	-298.35	409.95	287.40	-281.91	442.63	202.62	-270.00	703.82	200.72	-272.26	719.70	283.09	-277.43	1026.80	291.71	-265.52	1062.21	204.92	-235.21	1002.77	-27.83	147.00	40.58
0.37000	265.92	-313.76	356.08	276.14	-299.43	410.28	279.85	-282.89	442.80	198.61	-270.49	705.11	196.89	-272.76	720.96	282.42	-277.49	1027.00	290.63	-266.05	1061.98	204.18	-235.02	1003.29	-27.89	147.18	40.21
0.37500	257.35	-314.93	356.71	268.30	-300.47	410.71	272.31	-283.79	443.15	194.59	-270.97	706.41	193.04	-273.20	722.27	281.60	-277.59	1027.22	290.00	-266.59	1061.99	203.44	-234.78	1003.76	-27.91	147.36	39.88
0.38000	248.63	-316.12	357.41	260.45	-301.51	411.37	264.47	-284.79	443.56	190.53	-271.47	707.80	189.14	-273.67	723.65	280.84	-277.68	1027.49	288.93	-267.08	1061.85	202.69	-234.52	1004.25	-27.99	147.57	39.47
0.38500	239.71	-317.34	358.25	252.39	-302.54	412.07	256.69	-285.70	444.11	186.42	-271.93	709.18	185.22	-274.11	725.11	280.08	-277.74	1027.80	288.32	-267.62	1061.92	201.95	-234.19	1004.75	-28.11	147.75	39.10
0.39000	230.75	-318.54	359.26	244.31	-303.57	412.93	248.74	-286.68	444.83	182.21	-272.45	710.66	181.26	-274.56	726.68	279.32	-277.83	1028.14	287.89	-268.08	1062.07	201.20	-233.92	1005.41	-28.23	147.93	38.82
0.39500	221.68	-319.70	360.45	236.02	-304.56	413.80	240.91	-287.68	445.63	178.01	-272.93	712.27	177.26	-275.00	728.29	278.60	-277.91	1028.51	287.45	-268.29	1062.26	200.54	-233.75	1006.16	-28.32	148.07	38.51
0.40000	212.60	-320.78	361.78	227.67	-305.58	414.87	233.08	-288.60	446.70	173.78	-273.44	714.02	173.24	-275.41	730.01	277.85	-277.94	1028.87	287.04	-268.71	1062.46	199.79	-233.59	1006.91	-28.34	148.20	38.22
0.40500	203.49	-321.87	363.32	219.20	-306.53	416.02	225.21	-289.57	447.78	169.58	-273.86	715.82	169.22	-275.80	731.78	277.21	-278.01	1029.29	286.64	-268.92	1062.70	199.15	-233.51	1007.58	-28.32	148.32	37.84
0.41000	194.36	-322.98	364.94	210.68	-307.47	417.35	217.36	-290.50	449.09	165.35	-274.25	717.68	165.19	-276.16	733.64	276.56	-278.11	1029.69	286.24	-269.05	1062.93	198.44	-233.44	1008.31	-28.25	148.43	37.50
0.41500	185.24	-324.03	366.74	202.26	-308.36	418.76	209.46	-291.38	450.41	161.17	-274.69	719.61	161.15	-276.56	735.54	275.93	-278.15	1030.15	285.86	-269.16	1063.18	197.83	-233.42	1009.15	-28.29	148.54	37.17
0.42000	175.80	-325.01	368.55	193.78	-309.18	420.39	201.41	-292.34	451.89	156.94	-275.13	721.65	157.14	-276.91	737.52	275.18	-278.25	1030.56	285.50	-269.27	1063.39	197.23	-233.35	1010.00	-28.49	148.70	36.90
0.42500	166.36	-326.00	370.53	185.34	-310.01	422.09	193.43	-293.29	453.48	152.76	-275.56	723.71	153.13	-277.27	739.56	274.46	-278.36	1031.04	285.17	-269.36	1063.63	196.64	-233.18	1010.84	-28.77	148.84	36.59
0.43000	156.83	-326.93	372.64	176.68	-310.80	423.93	185.28	-294.24	455.15	148.51	-275.97	725.79	149.12	-277.61	741.67	273.72	-278.41	1031.54	284.81	-269.42	1063.90	196.03	-233.14	1011.67	-28.90	149.00	36.27
0.43500	147.53	-327.86	374.91	167.96	-311.55	425.84	177.15	-295.05	456.95	144.31	-276.30	727.96	145.10	-277.95	743.85	273.20	-278.51	1032.05	284.46	-269.59	1064.17	195.38	-233.08	1012.49	-28.77	149.13	35.92
0.44000	138.10	-328.73	377.21	159.18	-312.32	427.82	168.97	-295.94	458.82	140.11	-276.65	730.21	141.15	-278.25	746.11	272.59	-278.61	1032.54	284.12	-269.65	1064.43	194.72	-233.02	1013.38	-28.68	149.28	35.62
0.44500	128.77	-329.53	379.69	150.43	-313.04	429.90	160.77	-296.75	460.94	135.91	-276.95	732.50	137.20	-278.55	748.43	272.04	-278.73	1033.05	283.84	-269.73	1064.71	194.19	-232.99	1014.30	-28.56	149.42	35.30
0.45000	119.36	-330.31	382.30	141.72	-313.74	432.10	152.80	-297.59	463.22	131.81	-277.25	734.87	133.29	-278.85	750.80	271.44	-278.81	1033.56	283.55	-269.77	1065.01	193.66	-232.85	1015.33	-28.60	149.54	35.03
0.45500	110.10	-331.04	385.17	133.04	-314.37	434.48	144.80	-298.37	465.57	127.65	-277.52	737.25	129.43	-279.17	753.22	270.86	-278.96	1034.06	283.27	-269.92	1065.33	193.06	-232.69	1016.22	-28.56	149.66	34.71
0.46000	100.67	-331.75	388.08	124.47	-314.97	437.00	136.83	-299.07	467.97	123.57	-277.69	739.79	125.59	-279.41	755.68	270.32	-279.07	1034.57	282.99	-270.00	1065.61	192.43	-232.51	1017.09	-28.73	149.78	34.39
0.46500	91.24	-332.39	391.10	115.95	-315.54	439.65	128.82	-299.80	470.46	119.48	-277.88	742.27	121.76	-279.65	758.12	269.79	-279.43	1035.11	282.70	-270.10	1065.89	191.84	-232.30	1017.93	-28.95	149.91	34.05
0.47000	81.84	-333.04	394.21	107.35	-316.10	442.41	120.71	-300.56	473.11	115.48	-277.99	744.90	117.94	-279.80	760.63	269.26	-279.62	1035.65	282.44	-270.24	1066.15	191.37	-232.05	1018.88	-28.99	150.08	33.75
0.47500	72.45	-333.68	397.42	98.74	-316.64	445.22	112.63	-301.18	475.73	111.50	-278.14	747.50	114.19	-279.99	763.25	268.76	-279.66	1036.19	282.20	-270.39	1066.45	190.84	-231.94	1019.79	-29.05	150.24	33.42
0.48000	63.17	-334.19	400.83	90.18	-317.13	448.14	104.54	-301.72	478.48	107.55	-278.21	750.13	110.50	-280.08	765.88	268.31	-279.72	1036.74	282.00	-270.54	1066.76	190.34	-231.75	1020.72	-29.09	150.41	33.10
0.48500	53.81	-334.67	404.31	81.78	-317.65	451.16	96.54	-302.25	481.32	103.64	-278.27	752.73	106.85	-280.13	768.51	267.11	-279.84	1036.90	281.81	-270.71	1067.08	189.80	-231.43	1021.67	-29.34	150.66	32.89
0.49000	44.57	-335.08	407.94	73.43	-318.11	454.33	88.61	-302.73	484.33	99.79	-278.35	755.43	103.25	-280.09	771.13	266.44	-279.94	1037.36	281.62	-270.79	1067.38	189.28	-231.24	1022.61	-29.52	150.86	32.63
0.49500	35.23	-335.42	411.62	65.03	-318.51	457.55	80.68	-303.21	487.36	96.04	-278.44	758.21	99.69	-280.06	773.86	265.89	-280.08	1037.86	281.46	-270.95	1067.69	188.78	-231.14	1023.62	-29.73	151.05	32.37
0.50000	25.93	-335.79	415.36	56.72	-318.91	460.95	72.80	-303.64	490.37	92.30	-278.44	760.98	96.18	-280.02	776.58	266.12	-280.12	1038.77	281.31	-271.09	1068.02	188.28	-230.98	1024.55	-29.92	151.17	32.01
0.50500	16.74	-336.06	419.21	48.54	-319.32	464.46	65.12	-303.95	493.48	88.71	-278.43	763.83	92.74	-279.94	779.31	265.86	-280.22	1039.37	281.19	-271.26	1068.32	187.91	-230.94	1025.51	-30.11	151.33	31.70
0.51000	7.80	-336.34	423.19	40.58	-319.65	468.08	57.57	-304.37	496.76	85.16	-278.35	766.70	89.39	-279.79	782.00	265.48	-280.30	1039.93	281.07	-271.35	1068.59	187.54	-230.85	1026.51	-30.30	151.51	31.45
0.51500	-0.93	-336.52	427.34	32.54	-319.96	471.70	50.27	-304.73	500.19	81.77	-278.34	769.66	86.11	-279.63	784.77	265.22	-280.39	1040.48	280.98	-271.54	1068.82	187.23	-230.75	1027.57	-30.37	151.66	31.24
0.52000	-9.57	-336.71	431.62	24.64	-320.23	475.41	42.82	-305.00	503.60	78.37	-278.26	772.50	82.94	-279.49	787.58	264.88	-280.22	1040.98	280.91	-271.72	1069.06	186.85	-230.63	1028.66	-30.47	151.86	31.08
