CODA Motion Analysis: throw0008.MDF [throw_1.stp]
Graph data: "export: scapula_humerus  *  Time"
Time	Marker Position																								Vector Angle		
Time	distal_hand.X	distal_hand.Y	distal_hand.Z	proximal_hand.X	proximal_hand.Y	proximal_hand.Z	distal_radius.X	distal_radius.Y	distal_radius.Z	proximal_radius.X	proximal_radius.Y	proximal_radius.Z	distal_humerus.X	distal_humerus.Y	distal_humerus.Z	proxinmal_humerus.X	proxinmal_humerus.Y	proxinmal_humerus.Z	distal_scapula.X	distal_scapula.Y	distal_scapula.Z	proximal_scapula.X	proximal_scapula.Y	proximal_scapula.Z	wrist__forearm	foream_arm	scapula_humerus
0.16000	629.30	-245.03	477.10	607.15	-230.71	530.16	592.81	-213.72	557.68	373.40	-259.31	718.51	362.99	-261.32	731.78	334.85	-242.81	1055.63	335.99	-222.06	1091.11	254.83	-213.53	1016.42	-31.10	131.21	52.34
0.16500	629.34	-244.99	477.12	607.17	-230.73	530.17	592.86	-213.76	557.66	373.43	-259.33	718.49	363.01	-261.31	731.79	334.88	-242.86	1055.62	336.01	-222.04	1091.13	254.85	-213.53	1016.41	-31.08	131.20	52.33
0.17000	629.38	-244.99	477.08	607.18	-230.76	530.16	592.85	-213.79	557.63	373.43	-259.31	718.49	363.08	-261.28	731.82	334.95	-242.85	1055.58	336.05	-222.07	1091.13	254.85	-213.55	1016.41	-31.06	131.21	52.34
0.17500	629.39	-245.01	477.03	607.16	-230.80	530.23	592.81	-213.79	557.67	373.48	-259.31	718.51	363.07	-261.27	731.82	334.94	-242.88	1055.56	336.10	-222.06	1091.13	254.82	-213.48	1016.40	-31.07	131.22	52.37
0.18000	629.36	-245.02	477.01	607.12	-230.80	530.24	592.71	-213.81	557.62	373.47	-259.31	718.52	363.08	-261.27	731.84	334.87	-242.89	1055.51	336.14	-222.07	1091.14	254.82	-213.59	1016.35	-31.04	131.26	52.38
0.18500	629.34	-245.03	477.05	607.13	-230.82	530.21	592.62	-213.76	557.62	373.50	-259.29	718.50	363.05	-261.27	731.81	334.87	-242.86	1055.51	336.19	-222.11	1091.14	254.80	-213.58	1016.34	-31.04	131.26	52.39
0.19000	629.34	-245.00	477.08	607.13	-230.80	530.19	592.60	-213.76	557.65	373.47	-259.26	718.48	363.08	-261.26	731.84	334.87	-242.87	1055.50	336.22	-222.09	1091.12	254.82	-213.56	1016.36	-31.02	131.26	52.42
0.19500	629.38	-245.02	477.08	607.12	-230.83	530.19	592.60	-213.79	557.70	373.40	-259.24	718.47	363.08	-261.28	731.81	334.89	-242.82	1055.53	336.24	-222.09	1091.10	254.83	-213.56	1016.43	-31.00	131.23	52.45
0.20000	629.39	-244.97	477.09	607.07	-230.85	530.18	592.65	-213.76	557.69	373.35	-259.21	718.47	363.16	-261.25	731.84	334.88	-242.78	1055.53	336.21	-222.10	1091.09	254.84	-213.58	1016.48	-30.94	131.24	52.47
0.20500	629.38	-244.97	477.12	607.08	-230.83	530.21	592.67	-213.75	557.64	373.37	-259.16	718.49	363.15	-261.24	731.82	334.89	-242.73	1055.52	336.19	-222.08	1091.08	254.81	-213.62	1016.46	-30.96	131.25	52.47
0.21000	629.35	-244.98	477.12	607.06	-230.82	530.20	592.70	-213.71	557.65	373.41	-259.17	718.49	363.11	-261.24	731.82	334.90	-242.72	1055.54	336.21	-222.09	1091.09	254.78	-213.62	1016.47	-30.96	131.24	52.48
0.21500	629.30	-245.00	477.14	607.03	-230.82	530.21	592.66	-213.73	557.65	373.40	-259.15	718.47	363.02	-261.19	731.80	334.87	-242.82	1055.56	336.29	-222.11	1091.10	254.79	-213.67	1016.48	-30.97	131.23	52.49
0.22000	629.28	-244.98	477.11	606.96	-230.82	530.18	592.69	-213.72	557.64	373.37	-259.15	718.46	362.98	-261.16	731.80	334.82	-242.80	1055.60	336.30	-222.14	1091.13	254.84	-213.65	1016.55	-30.94	131.22	52.50
0.22500	629.23	-244.98	477.10	606.93	-230.80	530.16	592.70	-213.71	557.62	373.29	-259.17	718.43	362.94	-261.13	731.81	334.83	-242.80	1055.57	336.29	-222.17	1091.14	254.87	-213.55	1016.56	-30.96	131.20	52.47
0.23000	629.20	-244.96	477.04	606.93	-230.82	530.18	592.77	-213.76	557.55	373.17	-259.10	718.45	362.93	-261.12	731.82	334.93	-242.78	1055.59	336.26	-222.19	1091.16	254.92	-213.57	1016.56	-31.03	131.17	52.42
0.23500	629.16	-244.94	477.07	606.92	-230.82	530.18	592.68	-213.78	557.58	373.20	-259.06	718.47	362.86	-261.10	731.81	335.07	-242.76	1055.60	336.26	-222.18	1091.17	254.93	-213.51	1016.53	-31.03	131.15	52.36
0.24000	629.21	-244.93	477.07	606.93	-230.80	530.17	592.62	-213.80	557.58	373.33	-259.03	718.54	362.83	-261.11	731.80	335.11	-242.75	1055.61	336.32	-222.17	1091.20	254.92	-213.47	1016.50	-30.96	131.17	52.35
0.24500	629.23	-244.94	477.04	606.96	-230.83	530.14	592.63	-213.79	557.68	373.45	-259.02	718.55	362.77	-261.12	731.78	335.11	-242.73	1055.62	336.41	-222.20	1091.21	254.88	-213.47	1016.47	-30.97	131.16	52.37
0.25000	629.25	-244.94	477.01	607.05	-230.82	530.17	592.68	-213.80	557.71	373.40	-259.03	718.51	362.81	-261.13	731.81	335.06	-242.77	1055.59	336.41	-222.21	1091.19	254.81	-213.50	1016.51	-31.08	131.15	52.44
0.25500	629.13	-244.95	476.98	607.01	-230.84	530.16	592.71	-213.92	557.74	373.28	-259.08	718.46	362.84	-261.19	731.83	335.07	-242.79	1055.58	336.44	-222.22	1091.15	254.77	-213.53	1016.53	-31.20	131.12	52.48
0.26000	629.11	-244.98	476.98	607.04	-230.87	530.14	592.66	-214.00	557.70	373.22	-259.08	718.41	362.87	-261.20	731.85	335.04	-242.85	1055.56	336.46	-222.23	1091.11	254.76	-213.48	1016.55	-31.24	131.13	52.53
0.26500	629.03	-244.99	476.95	606.97	-230.89	530.11	592.56	-214.13	557.67	373.23	-259.08	718.43	362.85	-261.24	731.82	335.09	-242.81	1055.55	336.52	-222.22	1091.08	254.75	-213.45	1016.54	-31.22	131.14	52.55
0.27000	629.08	-244.99	476.93	607.06	-230.90	530.03	592.60	-214.19	557.62	373.26	-259.12	718.42	362.78	-261.30	731.77	335.16	-242.70	1055.54	336.57	-222.21	1091.03	254.71	-213.48	1016.59	-31.23	131.12	52.59
0.27500	629.01	-245.00	476.86	607.04	-230.95	529.99	592.66	-214.30	557.70	373.33	-259.19	718.41	362.78	-261.39	731.75	335.20	-242.67	1055.52	336.59	-222.16	1091.00	254.74	-213.58	1016.67	-31.31	131.10	52.63
0.28000	629.06	-245.02	476.80	607.15	-230.99	529.87	592.82	-214.43	557.74	373.33	-259.26	718.33	362.78	-261.47	731.72	335.17	-242.64	1055.47	336.60	-222.13	1090.92	254.74	-213.71	1016.66	-31.38	131.07	52.66
0.28500	629.05	-244.98	476.70	607.20	-231.03	529.85	592.88	-214.57	557.79	373.33	-259.38	718.25	362.82	-261.57	731.69	335.05	-242.66	1055.40	336.65	-222.14	1090.84	254.76	-213.69	1016.62	-31.48	131.07	52.72
0.29000	629.10	-244.96	476.62	607.27	-231.12	529.73	592.98	-214.73	557.70	373.33	-259.51	718.20	362.83	-261.67	731.62	335.06	-242.72	1055.29	336.73	-222.10	1090.73	254.73	-213.67	1016.59	-31.50	131.06	52.79
0.29500	629.15	-244.93	476.48	607.33	-231.23	529.65	593.06	-214.97	557.65	373.45	-259.68	718.21	362.92	-261.83	731.60	335.18	-242.71	1055.19	336.87	-222.06	1090.64	254.78	-213.71	1016.62	-31.52	131.07	52.86
0.30000	629.22	-244.91	476.35	607.44	-231.28	529.49	593.19	-215.17	557.62	373.65	-259.83	718.19	363.03	-262.02	731.55	335.29	-242.71	1055.12	337.04	-221.99	1090.53	254.86	-213.71	1016.70	-31.53	131.08	52.96
0.30500	629.32	-244.84	476.17	607.58	-231.44	529.43	593.30	-215.43	557.66	373.82	-260.03	718.13	363.21	-262.22	731.52	335.42	-242.69	1055.09	337.29	-221.92	1090.45	254.98	-213.70	1016.74	-31.62	131.08	53.07
0.31000	629.45	-244.78	476.02	607.74	-231.53	529.33	593.56	-215.66	557.64	373.93	-260.23	718.07	363.31	-262.41	731.46	335.57	-242.64	1055.04	337.53	-221.85	1090.36	255.11	-213.71	1016.77	-31.69	131.05	53.15
0.31500	629.63	-244.69	475.89	607.91	-231.69	529.28	593.73	-215.95	557.65	374.12	-260.49	718.06	363.48	-262.63	731.45	335.80	-242.64	1054.99	337.71	-221.81	1090.25	255.29	-213.79	1016.77	-31.71	131.04	53.17
0.32000	629.90	-244.64	475.84	608.13	-231.90	529.17	594.06	-216.25	557.56	374.40	-260.73	718.07	363.67	-262.86	731.42	336.03	-242.67	1054.93	337.84	-221.72	1090.14	255.46	-213.87	1016.82	-31.64	131.04	53.21
0.32500	630.24	-244.60	475.76	608.44	-232.15	529.12	594.31	-216.67	557.55	374.80	-260.97	718.11	364.02	-263.11	731.41	336.19	-242.74	1054.89	338.01	-221.65	1090.06	255.65	-213.90	1016.88	-31.59	131.10	53.30
0.33000	630.74	-244.58	475.71	608.86	-232.40	529.06	594.70	-217.03	557.52	375.20	-261.16	718.11	364.40	-263.39	731.42	336.48	-242.76	1054.89	338.22	-221.58	1089.98	255.79	-213.96	1016.95	-31.51	131.12	53.39
0.33500	631.38	-244.54	475.66	609.42	-232.70	529.10	595.03	-217.44	557.61	375.66	-261.66	718.13	364.84	-263.67	731.41	336.77	-242.79	1054.91	338.40	-221.48	1089.92	255.93	-213.90	1016.98	-31.47	131.15	53.47
0.34000	632.13	-244.54	475.71	610.03	-233.00	529.18	595.50	-217.86	557.69	376.15	-261.94	718.11	365.28	-263.95	731.39	337.05	-242.81	1054.91	338.46	-221.37	1089.86	256.01	-213.82	1017.04	-31.37	131.17	53.53
0.34500	632.97	-244.57	475.85	610.75	-233.35	529.42	596.14	-218.36	557.90	376.72	-262.20	718.09	365.78	-264.22	731.35	337.20	-242.73	1054.92	338.48	-221.31	1089.81	256.04	-213.88	1017.05	-31.34	131.18	53.62
0.35000	634.01	-244.63	476.13	611.60	-233.71	529.66	596.89	-218.84	558.07	377.30	-262.45	718.07	366.28	-264.46	731.34	337.29	-242.74	1054.86	338.48	-221.26	1089.74	255.98	-213.94	1017.05	-31.21	131.20	53.74
0.35500	635.22	-244.66	476.46	612.55	-234.10	529.96	597.77	-219.35	558.35	377.22	-262.67	717.79	366.79	-264.72	731.31	337.37	-242.71	1054.85	338.43	-221.20	1089.66	255.91	-213.94	1016.97	-31.17	131.06	53.82
0.36000	636.72	-244.72	476.93	613.66	-234.49	530.37	598.60	-219.87	558.57	377.67	-262.88	717.76	367.34	-264.97	731.28	337.41	-242.70	1054.83	338.28	-221.14	1089.54	255.83	-214.03	1016.83	-30.89	131.06	53.88
0.36500	638.32	-244.88	477.53	614.83	-234.97	530.87	599.58	-220.38	558.98	378.33	-263.36	717.79	367.92	-265.20	731.23	337.37	-242.70	1054.78	338.09	-221.10	1089.41	255.75	-214.01	1016.68	-30.57	131.06	53.94
0.37000	640.14	-245.07	478.35	616.18	-235.40	531.47	600.62	-220.92	559.42	379.73	-263.57	718.10	368.55	-265.43	731.21	337.31	-242.72	1054.66	337.86	-221.08	1089.25	255.61	-214.00	1016.50	-30.03	131.21	54.02
0.37500	642.08	-245.66	479.23	617.54	-235.87	532.08	601.75	-221.51	559.91	380.59	-263.74	718.13	369.22	-265.67	731.22	337.08	-242.72	1054.47	337.65	-221.11	1089.07	255.45	-213.93	1016.34	-29.51	131.26	54.18
0.38000	644.24	-245.90	480.23	618.93	-236.37	532.80	602.87	-222.07	560.39	381.34	-263.94	718.12	369.92	-265.85	731.23	336.87	-242.70	1054.27	337.38	-221.14	1088.84	255.25	-213.93	1016.15	-28.84	131.29	54.33
0.38500	646.53	-246.62	481.40	620.46	-236.90	533.63	604.09	-222.71	560.93	381.43	-264.16	717.84	370.62	-266.01	731.20	336.58	-242.73	1054.03	337.06	-221.18	1088.60	255.03	-213.84	1015.94	-28.31	131.19	54.49
0.39000	648.91	-247.38	482.77	622.14	-237.49	534.57	605.46	-223.40	561.66	382.17	-264.07	717.83	371.35	-266.17	731.14	336.38	-242.77	1053.79	336.78	-221.27	1088.32	254.73	-213.85	1015.70	-27.71	131.15	54.68
0.39500	650.57	-247.83	484.13	623.97	-238.07	535.66	606.89	-224.60	562.45	383.05	-264.20	717.80	372.17	-266.29	731.05	336.04	-242.81	1053.50	336.40	-221.38	1088.02	254.37	-213.95	1015.34	-27.93	131.16	54.85
0.40000	653.19	-248.29	485.77	625.83	-238.65	536.81	608.44	-225.23	563.33	384.68	-264.31	718.03	373.04	-266.42	730.93	335.58	-242.94	1053.16	336.03	-221.51	1087.71	254.00	-213.89	1015.01	-27.15	131.29	55.09
0.40500	655.08	-248.85	487.42	627.77	-239.27	538.05	609.96	-225.87	564.28	385.81	-264.40	718.06	373.91	-266.52	730.81	335.09	-243.07	1052.79	335.53	-221.67	1087.36	253.59	-213.86	1014.61	-27.20	131.33	55.27
0.41000	657.90	-249.50	489.27	629.79	-239.99	539.36	611.66	-226.59	565.32	386.86	-264.50	718.01	374.73	-266.58	730.70	334.65	-243.25	1052.41	335.04	-221.86	1087.01	253.24	-213.87	1014.22	-26.51	131.29	55.44
0.41500	660.82	-250.25	491.23	631.93	-240.72	540.77	612.36	-227.38	566.12	387.81	-264.57	717.95	375.67	-266.64	730.63	334.24	-243.49	1052.04	334.48	-222.09	1086.64	252.85	-213.85	1013.74	-25.68	131.41	55.58
0.42000	664.60	-250.98	493.33	634.13	-241.49	542.23	614.05	-228.14	567.09	388.79	-264.38	717.84	376.69	-266.71	730.56	333.71	-243.70	1051.61	333.93	-222.31	1086.28	252.45	-213.88	1013.25	-24.29	131.42	55.76
0.42500	668.43	-251.77	495.62	636.37	-242.31	543.73	615.86	-228.96	568.12	389.84	-264.42	717.79	377.69	-266.75	730.45	333.14	-243.87	1051.18	333.38	-222.55	1085.88	252.03	-213.89	1012.80	-22.81	131.42	55.97
0.43000	671.39	-252.24	497.76	638.59	-243.14	545.29	618.71	-229.76	569.47	390.94	-264.51	717.70	378.66	-266.79	730.32	332.57	-244.10	1050.72	332.89	-222.81	1085.48	251.56	-213.99	1012.37	-22.33	131.24	56.23
0.43500	674.42	-253.07	500.05	640.86	-243.99	546.87	620.69	-230.61	570.71	392.05	-264.56	717.62	379.59	-266.87	730.15	332.09	-244.38	1050.29	332.31	-223.09	1085.06	251.16	-214.03	1011.91	-21.65	131.16	56.41
0.44000	677.40	-253.53	502.24	643.20	-244.89	548.45	622.61	-231.43	571.84	393.12	-264.61	717.52	380.63	-266.93	729.99	331.63	-244.66	1049.84	331.68	-223.40	1084.65	250.72	-214.16	1011.37	-21.09	131.12	56.56
0.44500	680.42	-254.03	504.44	645.52	-245.79	549.97	624.61	-232.28	573.05	394.15	-264.72	717.41	381.67	-267.00	729.80	331.10	-244.95	1049.37	330.98	-223.72	1084.23	250.36	-214.21	1010.77	-20.47	131.06	56.65
0.45000	683.34	-254.89	506.56	647.78	-246.71	551.51	626.68	-232.60	574.16	395.26	-264.82	717.32	382.76	-267.07	729.64	330.53	-245.27	1048.87	330.36	-224.06	1083.81	249.98	-214.23	1010.20	-19.91	131.03	56.81
0.45500	686.21	-255.80	508.60	649.92	-247.68	552.96	628.76	-233.55	575.36	396.41	-264.98	717.22	383.87	-267.13	729.49	329.98	-245.58	1048.42	329.80	-224.40	1083.40	249.57	-214.32	1009.61	-19.31	131.00	56.99
0.46000	689.03	-256.65	510.59	652.08	-248.67	554.39	630.79	-234.52	576.43	397.65	-265.13	717.19	385.00	-267.21	729.35	329.43	-245.87	1047.99	329.21	-224.71	1082.99	249.16	-214.36	1009.08	-18.73	131.02	57.17
0.46500	691.79	-257.53	512.46	654.18	-249.85	555.70	632.78	-235.48	577.55	398.91	-265.29	717.21	386.09	-267.25	729.23	328.87	-246.14	1047.56	328.53	-225.06	1082.61	248.79	-214.46	1008.48	-18.14	131.03	57.28
0.47000	694.54	-258.39	514.28	656.27	-251.07	556.95	634.66	-236.39	578.56	400.14	-265.45	717.24	387.17	-267.35	729.12	328.28	-246.41	1047.16	327.83	-225.41	1082.21	248.40	-214.53	1007.89	-17.51	131.09	57.40
0.47500	697.20	-259.67	516.02	658.32	-252.04	558.13	636.56	-237.38	579.61	401.37	-265.60	717.28	388.30	-267.44	729.05	327.72	-246.70	1046.74	327.16	-226.09	1081.86	247.97	-214.58	1007.27	-16.95	131.14	57.51
0.48000	699.75	-260.52	517.75	660.40	-253.25	559.33	638.39	-238.31	580.53	402.51	-265.78	717.32	389.47	-267.57	729.00	327.12	-247.04	1046.36	326.45	-226.56	1081.49	247.53	-214.78	1006.70	-16.47	131.22	57.66
0.48500	702.20	-261.37	519.49	661.97	-254.24	560.41	640.24	-239.30	581.52	403.77	-265.96	717.35	390.59	-267.67	728.93	326.47	-247.36	1045.95	325.74	-226.94	1081.16	247.13	-214.94	1006.21	-15.61	131.31	57.80
0.49000	704.56	-262.65	521.18	663.48	-255.24	561.53	642.12	-240.31	582.48	405.06	-266.11	717.39	391.69	-267.80	728.88	325.85	-247.70	1045.59	325.09	-227.29	1080.82	246.73	-215.05	1005.78	-14.85	131.39	57.98
0.49500	705.92	-263.91	522.63	665.46	-256.17	562.80	644.01	-241.26	583.53	406.38	-266.23	717.44	392.82	-267.90	728.83	325.25	-248.02	1045.24	323.86	-227.68	1080.28	246.32	-215.19	1005.38	-15.39	131.46	58.05
0.50000	708.25	-265.15	524.26	667.45	-257.14	564.08	645.97	-242.13	584.60	407.56	-266.41	717.49	394.08	-268.01	728.88	324.71	-248.39	1044.95	323.12	-228.08	1079.93	245.93	-215.45	1005.00	-15.18	131.51	58.23
0.50500	710.56	-266.44	525.90	669.92	-258.06	565.53	647.79	-243.06	585.72	408.71	-266.59	717.54	395.28	-268.14	728.90	324.15	-248.74	1044.63	322.55	-228.48	1079.64	245.57	-215.74	1004.64	-15.41	131.57	58.44
0.51000	712.80	-267.73	527.56	671.87	-258.96	566.87	649.60	-243.98	586.90	409.87	-266.74	717.57	396.48	-268.30	728.95	323.71	-249.09	1044.35	322.61	-228.86	1079.57	245.26	-215.97	1004.26	-15.25	131.59	58.76
0.51500	713.99	-269.03	529.07	674.32	-259.84	568.37	651.29	-244.87	588.04	411.06	-266.90	717.66	397.60	-268.42	728.98	323.19	-249.46	1044.06	322.30	-229.30	1079.36	244.94	-216.30	1003.93	-16.38	131.64	59.01
0.52000	715.16	-269.84	530.56	676.21	-260.49	569.80	653.07	-245.74	589.23	412.28	-267.10	717.80	398.76	-268.57	729.05	322.74	-249.86	1043.81	321.87	-229.74	1079.12	244.71	-216.63	1003.65	-17.11	131.68	59.21
