CODA Motion Analysis: throw0009.MDF [throw_1.stp]
Graph data: "export: scapula_humerus  *  Time"
Time	Marker Position																								Vector Angle		
Time	distal_hand.X	distal_hand.Y	distal_hand.Z	proximal_hand.X	proximal_hand.Y	proximal_hand.Z	distal_radius.X	distal_radius.Y	distal_radius.Z	proximal_radius.X	proximal_radius.Y	proximal_radius.Z	distal_humerus.X	distal_humerus.Y	distal_humerus.Z	proxinmal_humerus.X	proxinmal_humerus.Y	proxinmal_humerus.Z	distal_scapula.X	distal_scapula.Y	distal_scapula.Z	proximal_scapula.X	proximal_scapula.Y	proximal_scapula.Z	wrist__forearm	foream_arm	scapula_humerus
(s)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(mm)	(deg)	(deg)	(deg)
1.36000	412.19	-330.88	371.71	423.25	-319.08	426.97	429.67	-303.12	457.03	310.18	-307.94	702.20	305.47	-309.57	717.43	384.16	-303.42	1033.40	392.05	-284.37	1069.11	294.44	-278.19	1013.03	-37.30	140.03	46.13
1.36500	430.84	-331.07	375.35	440.26	-319.36	430.87	445.77	-303.00	460.84	319.66	-308.57	702.80	314.50	-310.19	718.02	385.88	-303.15	1035.70	393.04	-284.08	1071.52	296.23	-278.68	1014.08	-37.17	139.81	46.65
1.37000	450.17	-331.29	379.53	457.83	-319.57	435.20	462.55	-302.82	465.10	329.60	-309.24	703.66	323.97	-310.63	718.75	387.58	-302.88	1038.11	393.93	-283.76	1073.98	298.03	-279.15	1015.16	-36.96	139.60	47.21
1.37500	470.21	-331.47	384.38	476.10	-319.77	440.12	479.97	-302.61	470.04	339.92	-309.87	704.64	333.80	-310.99	719.64	389.24	-302.55	1040.60	394.78	-283.39	1076.52	299.74	-279.62	1016.27	-36.87	139.36	47.83
1.38000	490.84	-331.63	389.79	494.94	-319.95	445.66	497.82	-302.39	475.55	350.60	-310.54	705.91	344.01	-311.37	720.71	390.91	-302.26	1043.15	395.58	-282.98	1079.08	301.42	-280.22	1017.43	-36.78	139.14	48.51
1.38500	512.08	-331.77	395.89	513.88	-320.17	451.57	516.16	-302.22	481.65	361.59	-311.12	707.36	354.57	-311.72	721.97	392.53	-301.97	1045.72	396.34	-282.61	1081.66	303.10	-280.66	1018.57	-36.26	138.91	49.23
1.39000	533.86	-331.82	402.71	533.21	-320.36	458.14	534.93	-302.00	488.25	372.91	-311.77	709.08	366.09	-312.05	723.70	394.14	-301.67	1048.29	396.97	-282.54	1084.20	304.72	-281.11	1019.70	-35.59	138.79	50.10
1.39500	556.15	-332.13	410.30	552.90	-320.61	465.32	554.06	-301.81	495.56	384.59	-312.02	710.96	377.95	-312.34	725.64	395.64	-301.39	1050.83	397.56	-282.20	1086.71	306.31	-281.60	1020.79	-34.82	138.69	51.05
1.40000	578.90	-332.43	418.63	573.39	-320.58	473.54	573.47	-302.32	503.55	396.57	-312.53	713.08	390.14	-312.59	727.84	397.13	-301.05	1053.34	398.08	-282.15	1089.11	307.82	-282.08	1021.87	-34.44	138.60	52.08
1.40500	602.02	-332.69	427.68	594.20	-320.85	482.51	593.13	-302.17	512.34	408.81	-312.73	715.35	401.97	-312.81	729.97	398.60	-300.72	1055.81	398.61	-281.83	1091.44	309.39	-282.50	1022.84	-34.12	138.35	53.03
1.41000	625.55	-332.87	437.58	615.23	-321.11	492.30	613.06	-302.48	521.72	421.17	-312.89	718.03	413.99	-313.01	732.35	400.01	-300.37	1058.20	398.28	-281.41	1093.41	310.97	-282.95	1023.75	-33.66	138.11	53.87
1.41500	648.65	-333.02	448.09	636.42	-321.33	502.92	632.91	-302.96	531.82	434.41	-312.94	721.14	426.24	-313.45	734.98	401.44	-300.02	1060.48	398.44	-280.99	1095.47	312.57	-283.35	1024.48	-33.78	138.00	54.77
1.42000	671.98	-333.09	459.53	658.13	-321.32	514.54	651.63	-303.35	542.35	447.21	-312.90	724.41	438.64	-313.57	737.90	402.79	-299.71	1062.66	397.97	-280.56	1097.21	314.18	-283.71	1025.09	-34.18	137.99	55.58
1.42500	695.40	-332.69	471.91	679.16	-321.27	526.82	671.17	-303.71	553.79	460.87	-312.80	728.16	451.14	-314.05	741.13	404.19	-299.41	1064.74	398.81	-280.14	1099.24	315.88	-283.99	1025.54	-33.86	137.92	56.63
1.43000	719.60	-332.66	485.51	700.03	-321.18	539.82	689.93	-303.44	565.68	474.04	-312.65	732.09	463.70	-314.32	744.69	405.61	-299.14	1066.71	399.34	-279.76	1100.99	317.71	-284.14	1025.87	-32.55	137.85	57.60
1.43500	743.88	-332.52	500.01	720.17	-321.05	553.53	709.51	-303.12	578.72	487.90	-312.37	736.56	475.66	-314.46	748.31	407.09	-298.87	1068.56	400.47	-279.41	1102.75	319.69	-284.19	1026.05	-30.65	137.55	58.57
1.44000	768.14	-332.23	515.55	740.72	-320.91	568.08	728.01	-303.44	592.24	501.18	-312.49	741.16	488.40	-314.52	752.49	408.63	-298.59	1070.31	401.07	-279.39	1104.16	321.73	-284.26	1026.06	-29.15	137.38	59.54
1.44500	792.98	-331.80	532.31	761.04	-320.71	583.42	747.15	-303.90	606.75	514.46	-312.53	746.11	500.45	-314.49	756.75	410.17	-298.42	1071.92	401.53	-278.80	1105.35	323.89	-284.20	1025.89	-27.08	136.90	60.32
1.45000	816.62	-330.94	549.99	781.09	-320.56	599.50	766.87	-304.47	622.14	527.62	-312.77	751.43	513.75	-314.71	761.82	411.79	-298.23	1073.39	402.13	-278.71	1106.37	326.19	-284.08	1025.53	-25.95	136.51	61.33
1.45500	839.81	-330.01	568.65	800.64	-320.59	616.41	786.15	-304.35	638.35	540.71	-312.32	757.07	526.41	-314.57	766.99	413.51	-298.09	1074.71	402.85	-278.12	1107.22	328.72	-284.01	1025.02	-24.83	135.96	62.19
1.46000	861.68	-328.99	588.06	819.57	-320.35	634.10	803.92	-304.89	655.22	552.70	-312.39	762.79	539.72	-314.29	772.68	415.31	-297.97	1075.91	402.95	-278.06	1107.67	331.40	-283.97	1024.35	-24.38	135.49	62.96
1.46500	883.72	-327.90	608.48	837.82	-320.05	652.37	820.03	-304.86	672.33	564.45	-312.02	768.82	552.20	-313.89	778.40	417.25	-297.88	1077.04	403.66	-278.25	1108.20	334.25	-283.87	1023.64	-23.03	135.00	63.70
1.47000	904.97	-326.76	629.73	855.22	-319.62	671.29	835.33	-303.86	689.89	575.99	-311.55	775.06	563.58	-313.08	784.08	419.22	-297.79	1078.06	404.01	-278.13	1108.42	337.13	-283.75	1022.97	-21.69	134.34	64.20
1.47500	925.19	-325.46	651.79	871.95	-319.23	690.48	850.77	-303.76	707.79	588.97	-311.43	782.04	575.30	-312.39	790.30	421.23	-297.71	1079.01	405.82	-278.28	1109.00	340.07	-283.61	1022.39	-20.17	133.92	65.29
1.48000	944.30	-324.36	674.60	887.87	-318.77	710.08	865.56	-303.63	725.83	601.11	-310.79	789.12	586.97	-311.86	796.86	423.27	-297.64	1079.85	406.66	-278.55	1109.12	343.00	-283.52	1021.86	-18.70	133.51	66.16
1.48500	962.05	-322.79	698.00	903.02	-318.30	729.77	879.62	-304.14	743.89	613.67	-310.06	796.72	599.23	-311.03	803.96	425.42	-297.58	1080.65	407.91	-278.89	1109.35	346.00	-283.45	1021.28	-17.05	133.37	67.24
1.49000	978.42	-321.18	721.56	917.25	-317.81	749.62	893.88	-304.51	761.80	625.26	-309.25	804.39	610.59	-310.06	811.03	427.74	-297.53	1081.35	409.48	-279.25	1109.62	349.20	-283.37	1020.60	-15.63	133.08	68.18
1.49500	993.42	-319.59	744.96	930.45	-317.20	769.31	906.40	-304.29	779.68	636.23	-307.98	812.21	621.48	-309.08	818.21	430.04	-297.55	1081.98	411.07	-279.33	1109.86	352.59	-283.29	1019.74	-14.28	132.84	68.95
1.50000	1007.11	-317.97	768.02	942.67	-316.54	788.80	918.02	-303.76	797.19	646.71	-306.59	820.19	630.94	-308.06	825.36	432.30	-297.53	1082.56	412.66	-279.68	1110.04	356.13	-283.29	1018.80	-13.02	132.52	69.46
1.50500	1019.45	-316.23	790.73	953.77	-315.60	807.94	927.64	-302.93	814.58	656.58	-305.25	828.30	640.58	-306.67	832.76	434.44	-297.55	1083.09	413.42	-279.85	1109.98	359.70	-283.30	1017.84	-11.78	132.37	69.71
1.51000	1030.34	-314.38	812.90	963.85	-314.58	826.58	937.47	-302.03	831.27	666.88	-304.28	836.75	649.83	-305.53	840.32	436.59	-297.54	1083.64	414.77	-280.23	1110.14	363.19	-283.28	1017.01	-10.46	132.39	70.21
1.51500	1039.88	-312.44	834.32	972.99	-313.50	844.62	946.39	-300.97	847.73	675.88	-302.88	845.15	659.52	-304.43	848.21	438.62	-297.55	1084.26	416.32	-280.44	1110.46	366.58	-283.23	1016.36	-9.31	132.55	70.95
1.52000	1048.41	-310.57	854.63	981.25	-312.41	861.98	954.75	-299.84	863.35	684.35	-301.84	853.56	668.07	-303.87	856.04	440.55	-297.53	1085.00	417.85	-280.49	1110.86	369.86	-283.18	1015.96	-8.32	132.75	71.64
1.52500	1056.28	-308.62	873.79	988.82	-311.25	878.55	962.41	-299.57	878.54	692.32	-301.36	861.95	676.07	-303.40	863.89	442.35	-297.48	1085.87	419.32	-280.84	1111.40	373.09	-283.15	1015.83	-7.55	132.96	72.29
1.53000	1063.51	-306.81	891.76	995.76	-310.08	894.30	969.43	-298.49	893.09	699.80	-300.45	870.26	683.67	-303.00	871.71	444.11	-297.36	1086.92	420.74	-280.91	1112.04	376.32	-283.22	1015.98	-6.98	133.23	72.88
1.53500	1069.99	-304.99	908.60	1002.11	-308.92	909.25	975.97	-297.35	907.09	706.74	-300.02	878.42	690.75	-302.14	879.47	445.87	-297.28	1088.24	422.09	-280.87	1112.92	379.46	-283.31	1016.35	-6.63	133.47	73.37
1.54000	1075.67	-303.20	924.41	1007.84	-307.71	923.46	981.81	-296.19	920.56	713.23	-299.73	886.48	696.24	-301.76	886.95	447.66	-297.13	1089.82	423.41	-280.72	1113.96	382.49	-283.45	1016.94	-6.43	133.55	73.65
1.54500	1080.90	-301.44	939.02	1013.15	-306.40	936.83	987.16	-294.96	933.48	718.30	-299.44	894.21	701.04	-301.51	894.26	449.34	-296.94	1091.63	424.66	-280.57	1115.19	385.30	-283.64	1017.70	-6.46	133.59	73.89
1.55000	1085.86	-299.57	952.57	1018.09	-305.16	949.46	991.89	-293.72	945.94	722.82	-299.19	901.85	705.36	-301.34	901.49	450.98	-296.69	1093.59	425.84	-280.33	1116.49	387.92	-283.91	1018.64	-6.68	133.63	74.13
1.55500	1090.74	-297.80	964.90	1022.69	-303.84	961.34	996.40	-292.46	957.73	726.89	-298.38	909.34	710.35	-300.52	908.83	452.51	-296.43	1095.74	426.93	-280.04	1117.92	390.37	-284.19	1019.72	-7.19	133.88	74.48
1.56000	1095.29	-296.13	976.38	1026.84	-302.55	972.60	1000.40	-291.41	968.95	731.43	-297.51	916.85	715.11	-300.30	916.07	454.00	-296.10	1097.98	427.94	-279.69	1119.42	392.67	-284.48	1020.92	-7.80	134.17	74.84
1.56500	1099.57	-294.51	986.99	1030.74	-301.23	983.11	1004.29	-290.08	979.44	735.74	-296.62	924.14	719.51	-299.55	923.11	455.33	-295.75	1100.34	428.92	-279.29	1121.02	394.88	-284.78	1022.21	-8.41	134.51	75.15
1.57000	1103.50	-292.89	996.84	1034.28	-299.84	993.04	1007.50	-288.94	989.55	739.60	-295.81	931.19	723.41	-298.76	929.96	456.54	-295.39	1102.71	429.80	-278.81	1122.64	396.95	-285.10	1023.60	-9.14	134.79	75.43
1.57500	1107.14	-291.19	1006.03	1037.59	-298.37	1002.31	1010.66	-287.81	998.87	744.13	-295.01	937.99	728.01	-297.46	936.72	457.58	-295.02	1105.13	430.61	-278.31	1124.28	398.89	-285.44	1025.04	-9.80	135.22	75.81
1.58000	1110.48	-289.49	1014.62	1040.61	-296.92	1011.05	1013.16	-286.39	1007.93	748.32	-293.75	944.50	731.33	-296.13	943.09	458.54	-294.65	1107.47	431.35	-277.83	1125.89	400.67	-285.81	1026.51	-10.55	135.46	76.08
1.58500	1113.40	-287.78	1022.83	1043.42	-295.37	1019.26	1015.82	-284.95	1016.28	752.21	-292.49	950.62	735.26	-294.79	949.22	459.34	-294.24	1109.73	432.07	-277.36	1127.44	402.27	-286.16	1027.98	-11.07	135.83	76.49
1.59000	1116.02	-286.00	1030.53	1045.94	-293.76	1027.02	1018.01	-283.25	1024.33	754.88	-291.26	956.36	738.01	-293.52	954.92	460.18	-293.84	1111.86	432.73	-276.85	1128.95	403.72	-286.52	1029.43	-11.62	136.05	76.79
1.59500	1118.19	-284.26	1037.86	1048.10	-292.06	1034.38	1020.01	-281.59	1031.82	757.16	-289.94	961.70	741.34	-292.24	960.41	460.81	-293.47	1113.87	433.30	-276.44	1130.39	405.03	-286.82	1030.85	-12.10	136.38	77.18
1.60000	1120.14	-282.39	1044.74	1050.00	-290.33	1041.32	1021.45	-280.13	1038.96	759.15	-288.64	966.71	743.47	-290.96	965.43	461.43	-293.03	1115.74	433.76	-275.98	1131.77	406.19	-287.11	1032.28	-12.61	136.55	77.43
1.60500	1121.60	-280.67	1051.30	1051.61	-288.52	1047.86	1022.84	-278.39	1045.61	760.89	-287.99	971.37	745.18	-290.36	970.08	461.87	-293.15	1117.45	434.15	-275.56	1133.09	407.20	-287.38	1033.63	-13.01	136.69	77.68
1.61000	1123.11	-278.86	1057.39	1052.98	-286.64	1054.04	1024.21	-276.52	1051.72	762.44	-288.12	975.73	746.69	-290.59	974.42	462.31	-293.29	1119.12	434.53	-275.14	1134.36	408.10	-287.63	1034.93	-13.45	136.84	77.92
1.61500	1124.10	-277.09	1063.22	1054.08	-284.85	1059.82	1025.17	-274.91	1057.51	763.82	-288.30	979.72	748.03	-290.31	978.42	462.67	-293.52	1120.72	434.85	-274.77	1135.60	408.93	-287.87	1036.10	-13.80	136.92	78.10
1.62000	1125.15	-275.17	1068.64	1054.98	-283.03	1065.23	1025.82	-273.09	1062.88	764.95	-287.85	983.35	749.18	-289.89	982.07	463.04	-293.81	1122.21	435.13	-274.47	1136.75	409.70	-288.11	1037.22	-14.17	136.95	78.24
1.62500	1125.62	-273.31	1073.90	1055.61	-281.17	1070.30	1026.19	-271.33	1067.92	764.96	-287.99	986.53	749.00	-289.41	985.21	462.19	-294.13	1123.24	435.33	-274.21	1137.86	410.36	-288.37	1038.26	-14.36	137.00	78.37
1.63000	1126.14	-271.35	1078.78	1056.12	-279.28	1074.99	1026.70	-269.27	1072.43	764.62	-288.30	989.46	748.47	-288.95	987.99	461.06	-294.44	1124.04	435.51	-273.97	1138.84	410.93	-288.61	1039.23	-14.47	137.10	78.53
1.63500	1126.18	-269.56	1083.35	1056.38	-277.42	1079.38	1026.74	-267.49	1076.74	764.23	-287.89	992.06	747.80	-289.24	990.43	459.79	-294.79	1124.79	435.69	-273.78	1139.76	411.40	-288.78	1040.14	-14.62	137.11	78.70
1.64000	1126.41	-267.53	1087.49	1056.55	-275.50	1083.38	1026.98	-265.36	1080.45	765.85	-288.09	994.51	749.44	-289.69	992.81	459.60	-295.24	1125.71	435.86	-273.60	1140.58	411.80	-288.95	1041.00	-14.85	137.15	78.95
1.64500	1126.31	-265.63	1091.32	1056.55	-273.61	1087.07	1026.82	-263.74	1084.07	766.57	-288.40	996.50	751.45	-289.37	994.88	459.57	-295.66	1126.68	435.98	-273.45	1141.38	412.08	-289.11	1041.82	-15.12	137.10	79.20
1.65000	1126.30	-263.58	1094.84	1056.52	-271.69	1090.40	1027.17	-261.86	1087.05	766.97	-288.74	998.24	753.35	-289.72	996.66	459.62	-296.09	1127.44	436.06	-273.28	1142.06	412.29	-289.29	1042.57	-15.21	137.15	79.44
1.65500	1125.84	-261.66	1098.11	1056.34	-269.82	1093.45	1026.86	-259.97	1089.97	767.31	-289.15	999.69	752.66	-290.20	997.89	459.65	-296.68	1128.10	436.12	-273.13	1142.67	412.40	-289.49	1043.21	-15.34	136.86	79.46
1.66000	1125.55	-259.62	1101.00	1056.14	-267.88	1096.14	1026.85	-257.98	1092.33	767.57	-288.91	1000.93	751.44	-289.96	998.83	459.65	-296.66	1128.64	436.20	-273.00	1143.15	412.46	-289.65	1043.76	-15.42	136.60	79.45
1.66500	1125.13	-257.70	1103.62	1055.78	-266.02	1098.55	1026.33	-256.21	1094.70	767.78	-288.58	1001.89	751.46	-289.61	999.66	459.58	-296.69	1129.13	436.25	-272.92	1143.58	412.46	-289.81	1044.21	-15.56	136.33	79.55
1.67000	1124.80	-255.65	1105.81	1055.40	-264.01	1100.61	1025.75	-254.09	1096.68	766.74	-288.27	1002.58	751.57	-289.28	1000.28	459.48	-296.62	1129.46	436.24	-272.83	1143.90	412.39	-289.99	1044.59	-15.69	136.17	79.65
1.67500	1124.21	-253.78	1107.77	1054.87	-262.08	1102.43	1024.94	-252.54	1098.50	766.65	-288.62	1003.07	751.63	-289.66	1000.68	459.41	-296.61	1129.64	436.21	-272.78	1144.15	412.29	-290.17	1044.88	-15.87	135.91	79.74
1.68000	1123.67	-251.79	1109.36	1054.39	-260.14	1103.93	1024.38	-250.54	1099.85	766.64	-288.40	1003.36	750.34	-290.20	1000.75	459.33	-296.52	1129.70	436.19	-272.74	1144.29	412.13	-290.32	1045.09	-16.04	135.58	79.73
1.68500	1122.84	-249.86	1110.76	1053.83	-258.26	1105.18	1023.87	-249.01	1101.11	766.58	-288.04	1003.47	750.11	-290.80	1000.75	459.23	-296.54	1129.75	436.17	-272.75	1144.34	411.94	-290.50	1045.20	-16.16	135.30	79.82
1.69000	1122.19	-247.77	1111.81	1053.33	-256.28	1106.12	1023.27	-247.29	1102.19	766.45	-288.48	1003.44	749.97	-289.93	1000.62	459.14	-296.53	1129.67	436.13	-272.68	1144.34	411.70	-290.68	1045.24	-16.31	135.04	79.92
1.69500	1121.33	-245.94	1112.65	1052.72	-254.41	1106.90	1022.29	-245.96	1103.12	766.30	-288.31	1003.21	749.79	-289.53	1000.32	459.02	-296.52	1129.53	436.08	-272.71	1144.26	411.41	-290.83	1045.19	-16.53	134.72	80.03
1.70000	1120.79	-243.91	1113.17	1052.12	-252.43	1107.41	1021.49	-244.09	1103.68	766.14	-288.04	1002.85	749.53	-289.28	999.89	458.93	-296.50	1129.18	436.02	-272.74	1144.12	411.09	-290.95	1045.07	-16.75	134.47	80.14
1.70500	1120.04	-241.93	1113.52	1051.36	-250.55	1107.76	1020.53	-242.41	1103.96	765.94	-287.76	1002.31	749.24	-288.29	999.30	458.78	-296.55	1128.79	435.99	-272.77	1143.89	410.74	-291.11	1044.88	-16.97	134.21	80.28
1.71000	1119.40	-239.91	1113.58	1050.68	-248.66	1107.81	1019.78	-240.58	1104.00	765.63	-287.49	1001.67	750.17	-287.97	998.71	458.64	-296.55	1128.27	435.93	-272.87	1143.57	410.36	-291.24	1044.62	-17.14	134.11	80.53
1.71500	1118.45	-238.05	1113.50	1049.89	-246.80	1107.69	1018.69	-238.97	1104.01	765.28	-287.27	1000.81	750.03	-287.79	997.82	458.46	-296.65	1127.75	435.88	-272.99	1143.22	409.93	-291.36	1044.32	-17.32	133.82	80.68
1.72000	1117.75	-235.92	1113.09	1049.23	-244.89	1107.33	1017.96	-237.28	1103.69	764.88	-287.03	999.82	750.95	-287.64	996.93	458.23	-296.64	1127.14	435.77	-273.11	1142.81	409.47	-291.50	1043.95	-17.51	133.70	80.91
1.72500	1116.91	-233.96	1112.53	1048.40	-243.11	1106.85	1016.98	-235.62	1103.29	764.51	-286.74	998.63	750.76	-287.47	995.78	458.02	-296.17	1126.55	435.66	-273.25	1142.39	408.97	-291.61	1043.54	-17.78	133.41	81.03
1.73000	1116.18	-231.83	1111.74	1047.57	-241.24	1106.17	1016.28	-233.78	1102.50	764.09	-286.54	997.36	750.26	-287.29	994.50	457.81	-295.49	1125.83	435.53	-273.35	1141.93	408.45	-291.71	1043.09	-17.99	133.18	81.14
1.73500	1115.00	-229.86	1110.96	1046.59	-239.44	1105.35	1015.22	-232.34	1101.61	763.60	-286.34	995.97	748.46	-286.41	992.97	457.61	-294.87	1125.11	435.41	-273.48	1141.46	407.90	-291.80	1042.61	-18.09	132.79	81.12
1.74000	1114.08	-227.86	1109.86	1045.65	-237.57	1104.30	1014.34	-230.62	1100.39	763.10	-285.46	994.45	746.38	-285.37	991.30	457.36	-294.19	1124.32	435.28	-273.58	1140.96	407.33	-291.82	1042.13	-18.22	132.42	81.08
1.74500	1112.99	-225.96	1108.64	1044.66	-235.80	1103.10	1013.28	-229.04	1099.21	762.56	-284.45	992.80	745.57	-285.11	989.63	458.27	-293.53	1123.92	435.17	-273.71	1140.43	406.73	-291.86	1041.64	-18.37	131.95	81.01
1.75000	1112.17	-223.81	1107.11	1043.65	-233.95	1101.72	1012.19	-227.23	1097.86	762.00	-283.50	990.99	744.95	-284.29	987.81	459.47	-292.85	1123.52	435.06	-273.76	1139.88	406.11	-291.90	1041.15	-18.64	131.44	80.92
1.75500	1110.94	-221.99	1105.52	1042.60	-232.24	1100.18	1010.89	-225.98	1096.46	761.38	-282.57	989.06	745.48	-284.06	986.03	460.72	-292.22	1123.14	434.93	-273.87	1139.33	405.49	-291.92	1040.64	-18.82	131.00	80.90
1.76000	1109.88	-220.09	1103.69	1041.58	-230.39	1098.41	1009.52	-224.16	1094.73	761.75	-281.65	987.11	746.13	-283.98	984.19	460.86	-291.52	1122.39	434.79	-273.96	1138.75	404.90	-291.94	1040.09	-19.06	130.67	81.01
1.76500	1108.53	-218.31	1101.67	1040.48	-228.66	1096.51	1008.07	-222.63	1092.98	762.20	-280.75	985.11	746.77	-283.13	982.27	460.72	-290.77	1121.62	434.67	-274.00	1138.15	404.27	-291.95	1039.56	-19.35	130.34	81.16
1.77000	1107.40	-216.34	1099.39	1039.40	-226.87	1094.39	1006.97	-220.93	1090.88	762.63	-279.79	983.03	746.19	-282.17	980.11	460.51	-290.04	1120.78	434.58	-274.01	1137.53	403.59	-291.97	1039.05	-19.61	129.97	81.25
1.77500	1106.09	-214.61	1096.95	1038.19	-225.16	1092.18	1005.57	-219.37	1088.85	761.99	-278.85	980.77	745.39	-281.19	977.84	460.26	-289.36	1119.98	434.47	-274.00	1136.92	402.88	-291.98	1038.56	-19.90	129.58	81.31
1.78000	1104.98	-212.74	1094.29	1037.06	-223.35	1089.72	1004.57	-217.82	1086.44	761.10	-277.99	978.43	744.44	-280.26	975.49	459.91	-289.17	1119.15	434.35	-273.97	1136.28	402.16	-292.00	1038.07	-20.08	129.29	81.37
1.78500	1103.56	-211.10	1091.53	1035.74	-221.70	1087.23	1003.26	-216.56	1084.03	760.13	-277.07	975.97	743.40	-279.36	973.06	459.61	-289.15	1118.29	434.20	-273.98	1135.63	401.41	-291.98	1037.55	-20.34	128.94	81.38
1.79000	1102.32	-209.24	1088.47	1034.54	-219.93	1084.50	1002.34	-214.90	1081.27	758.99	-276.19	973.45	742.31	-279.16	970.56	459.34	-289.11	1117.39	434.04	-273.94	1134.96	400.63	-291.95	1037.04	-20.55	128.68	81.41
1.79500	1100.93	-207.54	1085.31	1033.18	-218.29	1081.70	1001.04	-213.52	1078.54	757.90	-276.01	970.87	741.17	-279.09	968.01	459.13	-289.15	1116.49	433.86	-273.95	1134.29	399.84	-291.92	1036.49	-20.83	128.35	81.42
1.80000	1099.81	-205.73	1081.91	1032.01	-216.63	1078.65	999.59	-211.85	1075.65	756.71	-275.93	968.27	740.00	-279.03	965.45	458.83	-289.16	1115.57	433.64	-273.94	1133.59	398.99	-291.84	1035.98	-21.10	128.05	81.45
1.80500	1098.38	-204.23	1078.46	1030.62	-215.02	1075.55	997.77	-210.56	1072.77	755.56	-275.81	965.61	738.78	-279.57	962.83	458.41	-289.16	1114.63	433.36	-273.95	1132.89	398.11	-291.79	1035.45	-21.40	127.70	81.46
1.81000	1097.22	-202.60	1074.75	1029.37	-213.44	1072.22	996.12	-208.85	1069.62	754.26	-275.71	962.93	737.50	-279.61	960.16	458.01	-289.11	1113.69	433.07	-273.98	1132.18	397.20	-291.75	1034.91	-21.67	127.42	81.46
1.81500	1095.70	-201.13	1070.96	1027.95	-211.92	1068.85	994.55	-207.54	1066.49	752.94	-275.61	960.18	736.12	-279.52	957.42	457.53	-289.05	1112.78	432.72	-273.98	1131.46	396.28	-291.66	1034.33	-21.97	127.11	81.42
1.82000	1094.45	-199.47	1066.93	1026.64	-210.32	1065.29	993.35	-206.34	1063.05	751.52	-275.52	957.43	734.63	-279.46	954.68	457.03	-289.06	1111.84	432.33	-273.96	1130.71	395.30	-291.59	1033.72	-22.20	126.89	81.38
1.82500	1092.71	-198.08	1062.93	1025.18	-208.90	1061.63	991.73	-205.25	1059.60	750.03	-275.47	954.62	732.04	-280.07	951.75	456.50	-289.11	1110.87	431.90	-274.00	1129.96	394.26	-291.53	1033.14	-22.37	126.52	81.24
1.83000	1091.20	-196.56	1058.76	1023.74	-207.46	1057.80	990.35	-204.20	1055.80	748.45	-276.06	951.81	730.30	-280.80	948.97	455.95	-289.14	1109.83	431.41	-274.06	1129.22	393.20	-291.46	1032.56	-22.44	126.35	81.19
1.83500	1089.47	-195.15	1054.52	1022.31	-206.16	1053.82	988.86	-202.99	1051.91	746.86	-276.67	948.97	728.68	-281.47	946.17	455.34	-289.16	1108.77	430.89	-274.12	1128.48	392.10	-291.33	1031.98	-22.45	126.21	81.15
1.84000	1088.02	-193.67	1050.02	1020.86	-204.76	1049.77	987.38	-201.53	1048.01	745.18	-277.30	946.11	728.06	-282.14	943.53	454.64	-289.16	1107.73	430.33	-274.18	1127.73	390.97	-291.23	1031.38	-22.60	126.19	81.23
1.84500	1086.27	-192.49	1045.45	1019.33	-203.53	1045.60	985.76	-200.34	1044.13	743.43	-277.87	943.20	725.37	-282.84	940.55	453.96	-289.20	1106.77	429.76	-274.26	1126.99	389.81	-291.06	1030.79	-22.74	125.90	81.07
1.85000	1084.72	-191.11	1040.76	1017.73	-202.34	1041.32	984.02	-199.04	1040.21	740.59	-278.54	940.15	722.25	-282.95	937.53	453.17	-289.18	1105.80	429.12	-274.29	1126.26	388.60	-290.85	1030.20	-22.82	125.64	80.85
1.85500	1083.03	-189.98	1035.93	1016.07	-201.18	1036.90	982.47	-198.11	1035.86	737.61	-279.18	937.04	719.07	-283.53	934.46	452.31	-289.21	1104.83	428.46	-274.02	1125.53	387.39	-290.69	1029.60	-22.81	125.46	80.61
1.86000	1081.47	-188.74	1030.95	1014.49	-200.13	1032.32	980.78	-197.01	1031.38	734.58	-279.81	933.88	716.92	-283.64	931.54	451.38	-289.22	1103.78	427.74	-273.97	1124.79	386.13	-290.53	1028.99	-22.77	125.43	80.51
1.86500	1079.62	-187.58	1025.77	1012.87	-199.04	1027.69	979.14	-196.12	1026.71	732.46	-280.45	930.77	714.94	-284.23	928.59	450.55	-289.33	1102.82	426.97	-273.65	1124.07	384.85	-290.34	1028.37	-22.89	125.36	80.37
1.87000	1077.85	-186.48	1020.58	1011.17	-198.12	1022.97	977.33	-195.22	1022.21	730.34	-281.12	927.68	713.94	-284.92	925.81	449.67	-289.47	1101.81	426.17	-273.63	1123.34	383.52	-290.12	1027.74	-22.99	125.39	80.38
1.87500	1075.92	-185.50	1015.20	1009.43	-197.18	1018.16	975.44	-193.99	1017.55	728.14	-281.71	924.57	711.98	-285.60	922.83	448.76	-289.55	1100.88	426.19	-273.73	1122.90	382.19	-289.86	1027.15	-23.15	125.32	80.60
1.88000	1074.07	-184.38	1009.73	1007.60	-195.51	1013.21	973.36	-192.95	1012.99	725.93	-282.33	921.42	709.73	-285.64	919.82	447.81	-289.55	1099.90	425.56	-273.41	1122.24	380.81	-289.54	1026.60	-23.30	125.18	80.56
